2	535	1922	0	0	0	0	0	0	0	0	0	0
2	525	1905	0	0	0	0	0	0	0	0	0	0
2	1517	1924	0	0	0	0	0	0	0	0	0	0
2	531	1913	0	0	0	0	0	0	0	0	0	0
2	1250	525	0	0	0	0	0	0	0	0	0	0
2	1250	539	0	0	0	0	0	0	0	0	0	0
2	1250	548	0	0	0	0	0	0	0	0	0	0
2	541	1904	0	0	0	0	0	0	0	0	0	0
2	536	1509	0	0	0	0	0	0	0	0	0	0
2	530	1924	0	0	0	0	0	0	0	0	0	0
2	1250	525	0	0	0	0	0	0	0	0	0	0
2	1250	527	0	0	0	0	0	0	0	0	0	0
2	529	1516	0	0	0	0	0	0	0	0	0	0
2	525	1501	0	0	0	0	0	0	0	0	0	0
2	525	1910	0	0	0	0	0	0	0	0	0	0
2	1250	526	0	0	0	0	0	0	0	0	0	0
2	1250	537	0	0	0	0	0	0	0	0	0	0
2	1250	532	0	0	0	0	0	0	0	0	0	0
2	1250	1919	0	0	0	0	0	0	0	0	0	0
2	525	1918	0	0	0	0	0	0	0	0	0	0
2	1515	1904	0	0	0	0	0	0	0	0	0	0
2	1512	1906	0	0	0	0	0	0	0	0	0	0
2	525	1250	0	0	0	0	0	0	0	0	0	0
2	525	1516	0	0	0	0	0	0	0	0	0	0
2	525	1915	0	0	0	0	0	0	0	0	0	0
2	525	1901	0	0	0	0	0	0	0	0	0	0
2	536	1901	0	0	0	0	0	0	0	0	0	0
2	1525	1925	0	0	0	0	0	0	0	0	0	0
2	1517	1901	0	0	0	0	0	0	0	0	0	0
2	1250	1514	0	0	0	0	0	0	0	0	0	0
2	1250	1915	0	0	0	0	0	0	0	0	0	0
2	532	1505	0	0	0	0	0	0	0	0	0	0
2	1250	1505	0	0	0	0	0	0	0	0	0	0
2	525	1504	0	0	0	0	0	0	0	0	0	0
2	1250	533	0	0	0	0	0	0	0	0	0	0
2	547	1911	0	0	0	0	0	0	0	0	0	0
2	534	1514	0	0	0	0	0	0	0	0	0	0
2	528	1520	0	0	0	0	0	0	0	0	0	0
2	525	1919	0	0	0	0	0	0	0	0	0	0
2	538	1508	0	0	0	0	0	0	0	0	0	0
2	525	1915	0	0	0	0	0	0	0	0	0	0
2	1523	1904	0	0	0	0	0	0	0	0	0	0
2	1503	1920	0	0	0	0	0	0	0	0	0	0
2	535	1918	0	0	0	0	0	0	0	0	0	0
2	1250	536	0	0	0	0	0	0	0	0	0	0
2	526	1505	0	0	0	0	0	0	0	0	0	0
2	1503	1919	0	0	0	0	0	0	0	0	0	0
2	525	1250	0	0	0	0	0	0	0	0	0	0
2	1250	538	0	0	0	0	0	0	0	0	0	0
2	1250	530	0	0	0	0	0	0	0	0	0	0
2	542	1521	0	0	0	0	0	0	0	0	0	0
2	1504	1901	0	0	0	0	0	0	0	0	0	0
2	1502	1908	0	0	0	0	0	0	0	0	0	0
2	540	1514	0	0	0	0	0	0	0	0	0	0
2	525	1904	0	0	0	0	0	0	0	0	0	0
2	1520	1901	0	0	0	0	0	0	0	0	0	0
2	540	1509	0	0	0	0	0	0	0	0	0	0
2	525	1514	0	0	0	0	0	0	0	0	0	0
2	1523	1901	0	0	0	0	0	0	0	0	0	0
2	1517	1919	0	0	0	0	0	0	0	0	0	0
2	1509	1901	0	0	0	0	0	0	0	0	0	0
2	1250	531	0	0	0	0	0	0	0	0	0	0
2	537	1908	0	0	0	0	0	0	0	0	0	0
2	1250	545	0	0	0	0	0	0	0	0	0	0
2	1511	1925	0	0	0	0	0	0	0	0	0	0
2	1250	533	0	0	0	0	0	0	0	0	0	0
2	1250	1520	0	0	0	0	0	0	0	0	0	0
2	1250	532	0	0	0	0	0	0	0	0	0	0
2	533	1918	0	0	0	0	0	0	0	0	0	0
2	1525	1925	0	0	0	0	0	0	0	0	0	0
2	525	1509	0	0	0	0	0	0	0	0	0	0
2	525	1901	0	0	0	0	0	0	0	0	0	0
2	528	1504	0	0	0	0	0	0	0	0	0	0
2	1513	1901	0	0	0	0	0	0	0	0	0	0
2	548	1523	0	0	0	0	0	0	0	0	0	0
2	545	1918	0	0	0	0	0	0	0	0	0	0
2	548	1514	0	0	0	0	0	0	0	0	0	0
2	525	1908	0	0	0	0	0	0	0	0	0	0
2	546	1514	0	0	0	0	0	0	0	0	0	0
2	525	1504	0	0	0	0	0	0	0	0	0	0
2	529	1918	0	0	0	0	0	0	0	0	0	0
2	1524	1910	0	0	0	0	0	0	0	0	0	0
2	536	1514	0	0	0	0	0	0	0	0	0	0
2	1516	1910	0	0	0	0	0	0	0	0	0	0
2	1250	536	0	0	0	0	0	0	0	0	0	0
2	542	1514	0	0	0	0	0	0	0	0	0	0
2	530	1904	0	0	0	0	0	0	0	0	0	0
2	526	1901	0	0	0	0	0	0	0	0	0	0
2	527	1904	0	0	0	0	0	0	0	0	0	0
2	525	1250	0	0	0	0	0	0	0	0	0	0
2	528	1915	0	0	0	0	0	0	0	0	0	0
2	535	1250	0	0	0	0	0	0	0	0	0	0
2	1250	529	0	0	0	0	0	0	0	0	0	0
2	525	1514	0	0	0	0	0	0	0	0	0	0
2	1519	1923	0	0	0	0	0	0	0	0	0	0
