3	110	2	14	58	300	0	0	0	0	0	0	0
2	80	1	300	241	0	0	0	0	0	0	0	0
2	0	1	300	225	0	0	0	0	0	0	0	0
3	65	2	300	234	279	0	0	0	0	0	0	0
3	0	0	25	75	300	0	0	0	0	0	0	0
3	120	2	14	60	300	0	0	0	0	0	0	0
5	15	2	25	75	300	228	275	0	0	0	0	0
2	30	1	300	231	0	0	0	0	0	0	0	0
3	155	2	300	232	299	0	0	0	0	0	0	0
3	0	2	0	50	300	0	0	0	0	0	0	0
2	105	1	300	246	0	0	0	0	0	0	0	0
5	75	2	29	75	300	225	286	0	0	0	0	0
2	75	1	300	240	0	0	0	0	0	0	0	0
2	45	1	300	234	0	0	0	0	0	0	0	0
3	240	2	24	74	300	0	0	0	0	0	0	0
4	175	1	32	89	300	239	0	0	0	0	0	0
2	65	1	300	238	0	0	0	0	0	0	0	0
4	175	1	33	89	300	238	0	0	0	0	0	0
4	0	1	25	75	300	225	0	0	0	0	0	0
4	0	3	0	50	300	225	0	0	0	0	0	0
5	90	3	0	50	125	175	218	0	0	0	0	0
4	280	2	19	71	137	179	0	0	0	0	0	0
3	75	0	102	161	227	0	0	0	0	0	0	0
5	25	0	0	50	100	155	225	0	0	0	0	0
2	110	0	14	58	0	0	0	0	0	0	0	0
4	180	4	140	184	210	252	0	0	0	0	0	0
2	240	0	249	299	0	0	0	0	0	0	0	0
5	470	2	45	89	119	172	244	0	0	0	0	0
4	0	0	100	150	225	275	0	0	0	0	0	0
2	20	0	229	275	0	0	0	0	0	0	0	0
5	150	3	0	50	125	192	213	0	0	0	0	0
2	45	0	226	283	0	0	0	0	0	0	0	0
2	65	0	225	288	0	0	0	0	0	0	0	0
5	185	2	31	75	106	156	244	0	0	0	0	0
2	0	0	0	50	0	0	0	0	0	0	0	0
4	0	0	0	50	225	275	0	0	0	0	0	0
3	0	0	0	50	100	0	0	0	0	0	0	0
2	85	2	38	79	0	0	0	0	0	0	0	0
2	70	0	225	289	0	0	0	0	0	0	0	0
2	10	0	225	277	0	0	0	0	0	0	0	0
6	720	2	350	400	450	500	550	600	0	0	0	0
4	320	2	350	500	536	582	0	0	0	0	0	0
3	75	1	326	476	541	0	0	0	0	0	0	0
4	365	2	327	500	550	600	0	0	0	0	0	0
3	85	3	304	358	408	0	0	0	0	0	0	0
2	0	2	301	351	0	0	0	0	0	0	0	0
3	60	0	326	476	513	0	0	0	0	0	0	0
5	190	4	309	363	412	456	503	0	0	0	0	0
2	0	0	326	376	0	0	0	0	0	0	0	0
2	75	0	326	491	0	0	0	0	0	0	0	0
3	20	3	401	451	530	0	0	0	0	0	0	0
2	120	2	315	361	0	0	0	0	0	0	0	0
5	105	0	328	378	434	483	503	0	0	0	0	0
3	245	0	342	393	442	0	0	0	0	0	0	0
2	75	2	533	584	0	0	0	0	0	0	0	0
3	65	0	330	378	433	0	0	0	0	0	0	0
6	535	0	326	400	450	494	525	568	0	0	0	0
3	50	0	333	378	427	0	0	0	0	0	0	0
3	135	0	335	380	440	0	0	0	0	0	0	0
2	215	0	522	573	0	0	0	0	0	0	0	0
2	90	2	343	477	0	0	0	0	0	0	0	0
6	385	2	325	371	417	462	504	554	0	0	0	0
3	205	2	347	494	528	0	0	0	0	0	0	0
2	15	0	301	354	0	0	0	0	0	0	0	0
3	60	1	301	351	513	0	0	0	0	0	0	0
3	0	0	301	351	401	0	0	0	0	0	0	0
2	120	0	315	361	0	0	0	0	0	0	0	0
2	0	0	526	576	0	0	0	0	0	0	0	0
5	15	0	301	351	401	451	529	0	0	0	0	0
5	170	5	331	376	426	493	513	0	0	0	0	0
2	160	0	420	464	0	0	0	0	0	0	0	0
3	165	3	330	493	513	0	0	0	0	0	0	0
2	240	0	550	600	0	0	0	0	0	0	0	0
2	190	0	320	370	0	0	0	0	0	0	0	0
4	80	0	302	360	528	580	0	0	0	0	0	0
2	75	2	501	566	0	0	0	0	0	0	0	0
3	105	1	405	463	506	0	0	0	0	0	0	0
3	45	0	301	351	410	0	0	0	0	0	0	0
5	600	4	350	400	450	500	550	0	0	0	0	0
2	30	0	401	457	0	0	0	0	0	0	0	0
