0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	1	1	1	2	1	0	2	0	1	2	1	1	0	1	0	0	0	0	
0	0	0	0	0	0	4	0	5	5	1	5	6	2	4	2	2	7	1	3	6	0	0	0	
0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	1	4	0	1	2	1	1	1	1	1	4	0	1	2	0	0	0	0	
0	0	0	0	0	1	1	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	2	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	
0	0	0	0	0	2	2	1	0	3	1	2	2	1	3	2	0	2	2	1	0	0	0	0	
0	0	0	0	0	1	2	0	2	3	1	0	3	4	2	2	1	3	1	2	0	0	0	0	
0	0	0	0	0	2	0	1	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	1	5	11	14	3	7	7	11	6	5	8	7	9	6	6	6	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	1	1	1	2	0	0	1	1	1	0	1	1	0	0	0	0	0	
0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	2	3	1	2	3	1	2	1	1	1	2	2	2	1	1	0	0	0	0	
0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
