0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	2	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	2	0	0	
0	0	0	0	0	0	0	2	1	1	1	2	0	2	1	0	2	0	2	1	2	0	0	0	
0	0	0	0	0	0	2	6	3	0	4	8	2	5	2	4	4	4	4	2	0	3	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	4	2	1	2	1	1	1	3	2	0	1	1	1	2	0	1	0	0	
0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	1	0	1	0	0	
0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	1	0	1	0	2	0	2	0	0	
0	0	0	0	0	0	0	1	3	1	2	0	2	4	1	0	3	1	1	2	2	1	0	0	
0	0	0	0	0	0	0	3	2	2	0	4	2	4	1	2	3	1	1	1	2	1	0	0	
0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	1	0	0	1	1	0	0	
0	0	0	0	0	0	8	12	4	7	10	11	5	4	9	12	7	8	7	8	2	4	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	2	0	1	1	0	1	1	0	1	1	0	1	1	0	0	
0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	3	2	1	3	1	1	2	1	1	4	1	2	2	2	2	1	0	
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
