0	5	14	335	410	0	0
0	5	14	340	415	0	0
0	5	14	345	420	0	0
0	5	14	350	425	0	0
0	5	14	355	430	0	0
0	5	14	360	435	0	0
0	5	14	365	440	0	0
0	5	14	370	445	0	0
0	5	14	375	450	0	0
0	5	14	380	455	0	0
0	5	14	385	460	0	0
0	5	14	390	465	0	0
0	5	14	395	470	0	0
0	5	14	400	475	0	0
0	5	14	405	480	0	0
0	5	14	410	485	0	0
0	5	14	415	490	0	0
0	5	14	420	495	0	0
0	5	14	425	500	0	0
0	5	14	430	505	0	0
0	5	14	435	510	0	0
0	5	14	440	515	0	0
0	5	14	445	520	0	0
0	5	14	450	525	0	0
0	5	14	455	530	0	0
1	13	5	335	400	0	5
1	13	5	340	405	0	5
1	13	5	345	410	0	5
1	13	5	350	415	0	5
1	13	5	355	420	0	5
1	13	5	360	425	0	5
1	13	5	365	430	0	5
1	13	5	370	435	0	5
1	13	5	375	440	0	5
1	13	5	380	445	0	5
1	13	5	385	450	0	5
1	13	5	390	455	0	5
1	13	5	395	460	0	5
1	13	5	400	465	0	5
1	13	5	405	470	0	5
1	13	5	410	475	0	5
1	13	5	415	480	0	5
1	13	5	420	485	0	5
1	13	5	425	490	0	5
1	13	5	430	495	0	5
1	13	5	435	500	0	5
1	13	5	440	505	0	5
1	13	5	445	510	0	5
1	13	5	450	515	0	5
1	13	5	455	520	0	5
2	11	14	355	455	0	1
2	11	14	360	460	0	1
2	11	14	365	465	0	1
2	11	14	370	470	0	1
2	11	14	375	475	0	1
2	11	14	380	480	0	1
2	11	14	385	485	0	1
2	11	14	390	490	0	1
2	11	14	395	495	0	1
2	11	14	400	500	0	1
2	11	14	405	505	0	1
2	11	14	410	510	0	1
2	11	14	415	515	0	1
2	11	14	420	520	0	1
2	11	14	425	525	0	1
2	11	14	430	530	0	1
2	11	14	435	535	0	1
2	11	14	440	540	0	1
2	11	14	445	545	0	1
2	11	14	450	550	0	1
2	11	14	455	555	0	1
2	11	14	460	560	0	1
2	11	14	465	565	0	1
2	11	14	470	570	0	1
2	11	14	475	575	0	1
3	5	14	355	450	0	2
3	5	14	360	455	0	2
3	5	14	365	460	0	2
3	5	14	370	465	0	2
3	5	14	375	470	0	2
3	5	14	380	475	0	2
3	5	14	385	480	0	2
3	5	14	390	485	0	2
3	5	14	395	490	0	2
3	5	14	400	495	0	2
3	5	14	405	500	0	2
3	5	14	410	505	0	2
3	5	14	415	510	0	2
3	5	14	420	515	0	2
3	5	14	425	520	0	2
